Respondent_Serial,brand,OSAT,Food looks appetizing,Has food that tastes good,Has food I crave,Provides the right proportions of ingredients,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Is making changes to improve their food,"Has a unique, distinctive approach that makes food better",Has a wide range of ingredients,Portions are the right size for my appetite,Has good environmental/sustainability practices,Is worth the price,Is something I can afford to eat regularly,Is competitively priced,Is a good value for the money,Has enticing promotional offers,Has a good loyalty program,Employees show care for my food/order,Provides fast service,Ordering is simple and easy,Employees are friendly and engaging,Level of visibility of my food being made,I’m able to make my order exactly how I would like it,Provides a consistent experience,Integrates technology into its ordering process,Food is easy to eat on-the-go,I can easily order for delivery to a location convenient to me,Food prep area is clean and organized,Restaurant is clean,Environment is warm and inviting,Decor is current and modern,Restaurant environment is designed for someone like me,Restaurant has curb appeal,Ingredients are fresh,Ingredients are high quality,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,They make me feel valued,Place I am happy to be seen
2775,McDonalds,2,7,7,7,7,2,1,1,1,1,6,3,6,7,7,6,1,,6,3,7,6,6,5,7,4,7,,3,4,1,6,4,7,1,1,3,,1,1,1
2775,Panera,7,7,7,7,7,7,6,5,7,7,7,7,7,7,7,7,4,6,4,7,6,6,7,5,7,6,1,,7,5,6,7,7,7,6,6,5,7,7,7,7
2788,Subway,5,5,5,5,5,3,4,6,6,4,3,5,4,4,3,6,5,5,5,5,5,6,5,4,4,5,6,6,6,6,4,6,4,6,4,6,5,4,5,6,5
2788,Chipotle,2,1,2,2,3,2,3,1,3,2,3,1,3,1,2,2,2,2,2,5,5,2,2,3,2,2,3,5,2,3,3,5,4,3,1,1,1,3,1,1,2
2793,Subway,6,7,5,7,5,7,5,7,7,5,6,5,7,6,6,6,7,5,6,6,6,6,5,6,6,5,6,6,6,7,6,6,6,6,6,5,7,5,4,6,6
2793,Chipotle,2,3,3,3,1,3,2,2,1,2,1,3,3,5,2,5,4,3,1,3,5,2,2,4,2,1,3,4,2,2,3,3,2,2,3,2,3,2,2,3,4
2805,Jersey Mikes,6,5,5,3,4,6,7,6,6,6,7,5,3,4,5,5,7,7,6,7,5,5,5,4,7,6,3,6,4,6,7,5,6,6,4,6,4,4,6,6,5
2805,Jimmy Johns,6,6,6,4,7,7,7,4,7,5,7,5,7,4,5,6,5,5,6,6,7,7,7,5,6,4,7,7,7,7,5,5,5,4,5,6,5,7,4,6,4
2831,Jimmy Johns,6,,7,3,7,4,6,,1,4,6,,4,3,4,5,4,,,7,7,,,7,7,,5,5,5,5,,5,,,5,5,5,5,6,3,4
2831,Panera,6,7,7,6,7,7,6,,2,6,7,4,3,1,3,4,2,5,,6,6,,4,7,6,5,5,,4,3,7,5,7,6,5,5,4,6,6,,5
2841,McDonalds,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2841,Panera,5,7,6,5,6,5,6,6,5,5,6,7,5,7,6,7,5,,7,5,7,7,6,7,5,5,7,4,7,7,6,7,5,5,7,5,6,,7,5,5
2864,Chipotle,4,5,4,5,4,5,5,4,4,6,5,,3,1,4,3,3,5,2,2,4,3,2,3,4,4,3,5,,6,4,6,5,5,4,4,5,5,4,2,5
2864,McDonalds,6,7,7,7,7,6,5,5,4,6,7,,7,7,7,7,7,7,4,6,7,4,4,6,6,5,7,7,5,7,4,6,6,5,6,6,6,6,4,5,7
2875,Firehouse Subs,5,6,1,4,5,1,6,2,3,4,2,3,3,4,3,5,1,3,4,6,4,5,4,6,5,2,6,4,6,5,2,6,2,7,3,3,3,5,5,5,6
2875,Jersey Mikes,5,2,6,3,3,2,3,3,5,3,6,4,4,5,2,6,2,4,4,5,7,6,6,4,2,,5,5,5,3,5,5,1,3,4,5,5,6,4,7,3
2876,Firehouse Subs,7,7,5,7,6,7,7,7,6,5,6,7,7,6,7,6,7,6,6,7,6,6,7,6,6,7,7,7,6,7,7,7,6,7,7,7,7,6,6,7,7
2876,Jimmy Johns,7,6,7,7,7,6,7,7,7,6,7,6,6,7,5,6,7,7,7,7,7,7,6,6,7,7,7,7,7,6,6,7,6,7,7,7,6,7,7,6,6
2878,Subway,6,6,5,4,5,6,2,6,7,5,5,6,5,5,6,7,5,4,6,7,5,5,5,5,5,6,5,5,6,6,5,6,5,6,6,6,6,5,6,6,5
2878,Chipotle,6,5,6,6,6,6,5,5,4,6,5,,6,3,6,6,5,6,6,6,5,6,5,5,6,5,6,5,7,6,3,6,6,5,6,5,6,5,,5,4
2883,Firehouse Subs,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2883,Jimmy Johns,6,6,6,6,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,6,6,4,7,6,5,5,6,6,5,5,6,5,6,6,6,6,6,6,6,4,6
2888,Jersey Mikes,5,6,6,6,4,4,4,5,4,4,4,3,6,7,7,5,2,5,5,4,5,7,4,4,5,5,6,5,5,6,6,3,5,6,6,3,7,3,6,6,7
2888,Panera,7,7,4,6,3,4,6,5,6,3,5,5,4,6,6,5,7,6,4,7,5,4,5,6,5,4,6,3,4,4,4,6,6,2,5,5,6,6,4,5,6
2913,Chipotle,6,7,7,7,7,5,7,6,6,6,7,7,7,7,7,7,6,6,6,7,7,6,7,7,6,5,6,6,7,6,6,5,5,5,7,7,6,7,,6,6
2913,Jimmy Johns,6,6,6,7,6,5,5,6,6,5,7,5,7,7,7,7,7,6,7,7,7,7,7,6,6,6,7,5,6,6,7,5,3,4,6,6,6,4,6,6,5
2955,Firehouse Subs,6,6,4,7,6,7,6,6,5,7,7,7,5,6,5,5,5,6,5,6,3,7,5,5,4,7,6,7,6,5,6,4,6,5,7,5,7,6,7,5,5
2955,Jimmy Johns,5,5,7,7,5,6,7,6,7,4,6,5,5,7,7,6,6,7,7,6,4,6,7,5,5,4,6,6,5,4,4,6,7,7,6,6,5,6,6,5,7
3000,Firehouse Subs,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3000,Jersey Mikes,6,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5
3001,Subway,6,7,6,7,6,6,7,7,6,6,7,6,7,5,4,6,7,7,7,5,6,6,6,7,6,7,7,7,7,6,6,6,5,6,6,7,6,7,7,6,7
3001,McDonalds,6,7,5,6,6,5,6,7,6,6,6,6,7,5,6,6,7,7,6,7,5,7,7,7,7,7,7,6,7,6,6,7,6,6,6,7,7,6,5,6,6
3054,Chipotle,6,7,7,7,5,3,5,5,5,6,5,4,5,4,4,5,4,2,4,5,5,3,7,4,5,4,1,,4,5,5,7,6,6,6,6,5,6,,2,5
3054,Jimmy Johns,2,4,3,1,4,2,3,3,3,2,6,4,2,1,2,2,1,2,4,7,5,4,4,2,5,5,5,,6,6,2,2,3,2,4,4,3,4,6,3,2
3104,Firehouse Subs,7,7,7,7,7,7,7,6,5,7,5,7,7,6,7,7,7,7,6,7,7,7,6,7,7,6,7,7,7,6,7,7,6,7,7,6,7,7,7,7,7
3104,Jimmy Johns,7,7,6,7,6,7,7,7,6,7,6,7,6,7,7,7,7,7,7,7,7,6,7,7,7,6,7,6,6,,7,7,7,7,6,7,7,7,7,7,7
3107,McDonalds,6,6,7,7,5,7,6,6,6,6,7,6,6,6,7,6,7,7,6,6,6,7,6,6,7,6,7,7,6,7,7,7,7,7,7,6,7,6,6,6,7
3107,Panera,6,7,6,6,6,6,6,6,6,7,6,7,6,6,7,7,7,7,7,6,6,7,6,7,7,6,7,7,7,6,6,7,6,6,6,7,7,6,6,7,7
3120,Jersey Mikes,5,5,6,7,5,4,6,5,5,6,5,6,5,6,6,5,6,6,5,5,6,5,6,6,4,6,6,6,5,5,6,4,5,5,5,5,5,5,4,5,6
3120,Jimmy Johns,5,5,5,5,5,5,5,6,5,5,6,5,4,6,6,6,6,4,6,6,6,5,6,6,4,5,6,6,4,5,4,6,5,5,5,4,4,5,5,4,5
3147,Subway,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7
3147,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3319,Chipotle,4,7,6,4,7,5,5,,5,7,7,4,5,5,,6,,,5,6,3,5,7,6,6,,2,1,6,4,4,6,5,,6,4,,7,,3,4
3319,Panera,6,6,6,5,5,5,6,1,5,6,3,5,3,3,,4,,4,1,4,5,3,5,3,5,6,2,1,4,4,5,5,5,,6,4,,6,6,3,5
3335,Chipotle,4,7,6,7,6,4,1,4,4,7,7,2,1,1,1,2,1,,4,7,5,4,7,7,7,,1,1,5,5,4,6,1,,3,2,1,2,,4,4
3335,McDonalds,2,1,2,1,4,5,1,4,1,1,1,1,2,5,4,2,5,3,1,3,3,3,1,1,5,5,2,1,1,,3,,,,1,1,1,1,1,4,2
3431,Firehouse Subs,5,5,3,7,6,7,5,5,5,6,6,6,6,5,5,6,7,5,5,6,6,5,5,7,7,5,6,5,5,4,7,7,5,6,6,7,4,5,7,6,6
3431,Jimmy Johns,5,5,6,6,6,7,6,5,7,6,6,6,4,5,7,5,3,6,4,6,6,4,3,4,6,5,5,6,7,4,7,6,6,5,6,7,5,6,7,5,6
3441,Jersey Mikes,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,5,6,5,6,6,7,7,7,7,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6
3441,Panera,6,6,6,7,6,5,7,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6
3454,Firehouse Subs,4,6,5,4,4,4,5,5,4,5,5,4,5,5,4,5,6,6,5,4,4,6,5,6,5,5,6,5,5,4,5,5,5,4,4,5,4,5,5,4,4
3454,Jersey Mikes,5,5,4,4,5,4,4,6,4,4,5,5,4,6,4,5,4,5,5,5,5,4,4,5,5,5,6,4,4,5,5,6,4,5,5,6,5,6,5,4,5
3469,Chipotle,3,7,1,3,7,7,4,4,6,7,7,5,1,1,1,1,7,4,7,7,7,7,7,7,7,1,7,1,4,3,7,5,4,7,4,4,3,7,1,7,5
3469,Panera,6,7,5,4,7,7,7,7,6,7,4,7,1,1,3,1,1,4,7,7,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,4,7,7,7,7
3473,Subway,5,5,3,5,5,5,4,3,3,5,5,3,5,4,5,4,3,4,4,5,5,4,5,5,5,3,5,5,5,5,3,3,3,4,5,4,4,5,5,4,4
3473,McDonalds,4,5,5,7,5,5,3,3,3,3,5,3,4,5,5,5,5,4,4,5,5,3,4,5,3,5,6,5,5,4,3,3,3,5,4,4,3,3,3,3,4
3475,Subway,7,7,7,7,7,7,6,7,,7,6,7,6,6,7,6,7,6,7,7,7,7,7,6,6,7,6,4,7,7,7,7,6,7,7,6,7,6,7,6,7
3475,McDonalds,5,5,3,4,5,5,,4,,4,4,5,3,4,3,5,3,,3,4,4,3,3,4,,4,3,,5,4,,,,,4,4,4,4,5,,
3487,Firehouse Subs,6,6,7,7,6,7,6,6,5,5,6,6,5,4,5,5,5,,5,6,6,5,,6,7,,6,,,6,7,6,6,6,6,6,6,6,5,7,7
3487,Panera,7,7,7,7,6,7,7,6,7,7,5,7,6,3,3,6,5,,6,5,7,6,6,7,7,,1,5,5,7,5,4,4,6,7,7,5,7,7,6,7
3490,Subway,6,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,6,7,6,7,6,7,7,6,7,7,6,7,7,6,6,7,6,7,6,6,7,6,7,7,7
3490,Jimmy Johns,7,7,7,6,7,7,7,6,6,7,7,7,6,7,6,7,6,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,7,7,7,6,6,6,7,7,7
3491,Firehouse Subs,6,5,5,6,5,7,5,5,5,5,7,6,7,5,6,6,6,5,6,6,6,5,6,6,6,6,5,6,6,7,6,5,5,6,6,5,7,5,7,5,5
3491,Panera,6,6,7,5,5,6,6,7,5,6,6,7,6,7,5,5,5,6,7,7,5,6,5,6,4,5,6,7,5,6,5,6,6,6,5,5,5,6,7,6,5
3494,Firehouse Subs,6,6,7,6,6,6,7,6,5,5,5,5,7,5,7,7,6,7,6,7,6,5,6,6,6,7,6,6,5,6,7,6,6,5,7,7,5,6,6,6,5
3494,Jersey Mikes,6,7,6,7,6,7,6,7,6,6,5,6,7,6,5,6,5,6,5,6,6,6,6,6,7,6,7,7,6,6,7,6,5,7,6,7,6,7,7,6,7
3503,Jimmy Johns,5,5,4,5,6,6,5,5,6,5,7,5,6,5,7,4,5,5,5,6,4,7,4,4,6,7,6,5,5,7,4,5,6,5,4,5,7,5,7,6,4
3503,Panera,5,7,6,6,7,7,7,6,6,5,5,5,6,5,6,5,5,6,7,7,6,6,5,6,5,6,6,6,6,7,5,6,6,7,5,6,5,6,5,6,5
3504,Chipotle,7,6,7,6,6,7,7,6,6,6,7,6,7,7,6,7,6,6,7,7,7,6,6,6,7,7,7,6,7,7,7,7,6,7,7,6,6,6,6,7,7
3504,Jersey Mikes,7,7,6,7,6,7,7,7,6,6,6,6,7,7,7,7,7,7,6,6,7,7,6,7,7,6,7,6,6,7,7,6,6,7,7,7,7,6,6,7,6
3505,Subway,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7
3505,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,7,7,7,7,7
3519,Chipotle,7,7,6,7,7,7,7,6,6,7,7,7,7,6,6,7,5,7,7,7,7,7,7,7,7,6,7,6,7,7,7,6,7,6,7,7,7,7,7,6,7
3519,Jersey Mikes,7,5,6,6,6,7,5,5,5,6,5,7,7,6,5,6,6,7,6,7,5,6,6,6,7,5,7,7,6,6,7,7,6,6,6,6,7,6,6,7,7
3528,Chipotle,6,6,7,6,6,6,6,4,6,6,5,6,5,7,7,5,3,3,7,6,6,6,6,7,6,6,6,6,7,5,5,6,6,6,6,6,6,6,5,6,5
3528,McDonalds,4,5,6,5,5,5,3,4,4,4,5,3,4,5,5,4,3,3,4,4,5,5,5,5,6,5,6,5,4,5,3,5,5,4,5,3,3,4,4,4,4
3531,Subway,5,4,6,4,4,5,6,5,4,5,6,6,6,4,3,4,5,3,4,5,2,5,7,5,5,6,4,6,6,7,5,4,4,5,6,6,5,5,6,4,7
3531,McDonalds,4,3,3,3,4,4,1,4,3,4,5,3,2,3,2,5,4,2,1,3,4,1,2,5,3,5,4,4,5,3,2,5,4,4,1,1,1,4,3,2,4
3536,Jersey Mikes,5,5,5,4,6,7,5,5,5,6,6,6,5,6,5,5,4,5,6,5,5,6,5,6,5,5,5,6,5,5,6,5,5,5,5,6,5,5,6,5,5
3536,Jimmy Johns,6,6,7,6,6,7,6,5,6,5,6,6,6,5,6,6,6,6,6,5,7,7,7,7,6,5,6,6,6,6,6,6,6,6,6,7,6,5,7,6,6
3538,Subway,3,3,3,3,2,4,3,3,2,4,2,3,3,4,3,3,2,2,2,4,3,2,7,4,4,3,4,,4,4,3,2,2,2,4,3,3,3,2,3,3
3538,McDonalds,3,2,4,4,4,5,2,3,2,4,4,2,4,5,5,4,3,,2,5,4,2,2,3,5,2,5,,3,2,3,3,2,4,2,2,2,2,2,2,3
3540,Chipotle,5,6,6,5,6,6,5,6,5,5,6,5,5,5,6,5,5,5,6,6,6,6,5,6,5,6,5,6,5,5,5,5,5,5,6,5,6,6,6,5,6
3540,Jersey Mikes,5,7,6,6,5,6,6,6,5,6,6,6,6,5,5,5,6,6,5,6,5,6,6,6,6,6,6,6,6,5,5,6,7,6,5,6,6,5,6,6,6
3544,Subway,7,6,7,7,6,7,7,7,6,7,6,7,7,7,6,7,7,6,7,6,7,7,6,6,7,6,7,7,6,7,6,7,7,6,6,6,7,7,7,6,6
3544,Jimmy Johns,7,7,7,6,7,6,7,7,7,7,7,7,7,6,7,7,7,6,7,7,6,7,7,7,7,7,6,6,7,7,7,7,6,7,6,6,6,7,7,6,7
3552,Firehouse Subs,6,6,7,5,6,6,7,7,6,7,6,6,6,7,6,6,7,6,7,6,7,7,7,7,7,6,6,6,7,6,6,6,6,6,6,6,6,7,6,6,6
3552,Jimmy Johns,7,7,6,7,6,7,6,7,6,7,6,5,6,6,7,6,6,6,6,7,7,6,7,5,7,6,6,7,6,7,6,6,6,7,6,7,7,7,7,6,7
3562,Subway,7,6,7,6,7,6,5,5,7,6,6,6,5,5,6,5,5,5,5,6,6,5,7,7,5,6,4,7,6,6,6,6,6,5,6,6,5,6,7,5,7
3562,McDonalds,1,3,3,2,3,4,3,2,2,3,3,3,2,4,4,2,4,,3,4,5,3,3,4,3,4,3,,4,3,2,4,3,3,3,3,3,3,1,2,2
3563,Jimmy Johns,6,7,6,7,7,6,6,4,7,6,6,4,7,2,5,7,5,7,7,7,6,7,7,6,4,7,5,7,5,6,7,6,5,7,6,7,7,7,7,4,6
3563,Panera,6,7,5,7,7,5,7,4,6,7,5,4,6,1,6,5,5,5,5,6,6,7,7,6,5,7,2,4,6,7,6,7,6,7,7,7,7,7,7,6,6
3570,Subway,5,6,6,5,6,6,6,6,5,6,6,4,6,5,5,5,5,5,6,6,6,5,6,6,6,6,6,5,6,6,5,5,5,5,6,6,6,6,6,5,5
3570,Chipotle,6,7,7,7,6,7,7,6,7,7,7,5,7,5,5,6,5,6,6,6,6,5,7,7,7,6,5,7,7,6,6,5,7,5,7,7,7,7,6,6,6
3572,McDonalds,4,5,6,4,5,5,5,4,4,5,3,3,4,3,7,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,4,6,5,4,5,5,5,3,4,5
3572,Panera,4,6,5,5,4,5,2,4,6,4,4,3,5,4,6,4,5,5,5,5,4,2,5,6,5,5,6,4,4,6,5,4,6,3,4,6,5,4,5,4,5
3573,Jersey Mikes,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3573,Jimmy Johns,5,5,5,4,5,6,5,,5,5,5,,5,5,5,5,5,,5,6,5,5,,6,4,6,5,5,,,,,,,5,5,5,5,5,5,
3574,Firehouse Subs,6,6,6,6,7,7,7,7,7,6,6,6,7,6,7,7,7,7,6,6,7,7,7,7,7,7,7,7,6,7,7,7,7,6,6,7,7,7,6,6,6
3574,Jimmy Johns,6,7,6,7,7,7,7,6,7,7,7,7,6,7,6,7,6,6,7,7,6,7,7,6,6,6,7,6,7,6,7,7,6,7,7,6,6,7,7,7,6
3589,Subway,4,6,5,5,6,6,5,5,5,6,6,5,6,6,6,5,6,6,5,6,5,6,5,5,6,5,5,5,5,5,6,5,6,5,6,6,6,5,6,6,6
3589,Chipotle,6,6,6,5,6,6,6,6,6,7,5,5,6,5,6,7,6,4,6,7,6,6,4,6,6,5,6,6,7,7,7,5,5,5,6,6,6,6,5,5,6
3590,Chipotle,5,5,5,5,5,3,6,4,4,3,4,4,5,4,4,5,5,5,4,5,6,4,6,5,5,4,4,5,4,5,4,5,5,5,6,5,5,5,4,4,5
3590,Firehouse Subs,3,5,5,5,5,4,4,5,5,5,6,5,4,5,4,5,5,4,5,6,6,5,6,4,6,4,5,6,6,6,5,5,5,4,6,6,6,5,5,4,4
3599,Firehouse Subs,5,6,6,5,5,6,5,5,5,6,4,5,5,4,5,5,5,5,4,5,5,4,5,6,5,5,4,4,5,6,5,5,5,4,6,5,5,5,6,5,5
3599,McDonalds,6,5,5,5,5,5,5,4,4,5,6,5,5,5,5,6,5,3,5,6,5,5,3,5,5,5,6,5,5,5,5,4,5,5,5,4,4,5,5,4,4
3601,Jersey Mikes,5,7,7,7,7,6,6,6,7,7,7,6,7,5,6,6,6,6,7,7,7,7,7,6,7,6,6,6,7,7,7,7,6,7,7,7,7,6,7,6,6
3601,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,,7,,7,7,7,7,7,7,7,7,7,7,7,7,7
3617,Firehouse Subs,6,6,7,6,6,6,7,5,6,6,7,7,6,7,7,5,6,6,6,5,6,6,5,6,6,6,5,6,6,5,6,5,7,6,7,7,7,5,6,6,6
3617,Jimmy Johns,6,6,6,5,7,6,6,6,6,7,5,5,6,6,6,7,7,5,6,6,5,6,7,6,6,7,7,6,6,6,7,7,6,6,7,7,7,6,6,7,6
3621,McDonalds,5,6,4,4,6,5,5,5,4,6,5,4,6,5,6,4,5,5,4,5,5,4,5,5,4,6,6,5,5,6,5,5,5,5,4,4,5,4,5,5,6
3621,Panera,4,4,4,4,6,4,4,4,3,5,4,3,5,3,4,4,5,5,4,4,4,5,4,6,5,4,3,3,3,5,5,5,5,5,5,3,5,4,4,4,4
3625,Subway,3,3,5,2,3,6,5,4,3,5,,,3,2,3,3,3,,2,5,4,2,5,4,3,2,6,,4,3,4,5,,,5,5,4,6,6,,
3625,McDonalds,2,3,3,2,3,5,4,3,1,5,3,,1,2,3,2,1,2,2,3,3,1,3,2,2,6,5,,4,3,2,4,2,4,3,2,3,,3,3,3
3632,Chipotle,6,7,6,7,7,7,7,7,6,6,6,7,6,7,6,7,7,6,7,6,7,6,6,6,6,6,7,7,7,6,6,6,7,7,7,6,7,7,5,6,7
3632,Jimmy Johns,6,6,5,7,7,,6,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,6,6,7,7,7,6,7,7
3638,Chipotle,7,7,7,7,7,4,7,6,6,7,7,6,7,7,5,7,7,7,5,7,7,5,7,7,7,6,7,6,7,7,6,5,7,6,7,7,7,7,3,5,6
3638,Panera,5,6,5,4,5,5,5,5,5,5,5,4,5,4,5,5,3,3,5,4,6,5,6,5,5,5,2,3,6,5,5,6,4,4,6,5,6,5,6,4,4
3678,Subway,5,6,6,5,5,6,5,5,6,6,6,5,6,4,5,5,6,4,4,5,6,4,6,6,5,4,5,,6,6,5,6,5,4,6,6,6,5,6,4,5
3678,McDonalds,6,6,6,6,5,6,3,4,5,6,6,4,5,5,6,6,5,4,4,6,6,4,5,6,6,5,6,5,5,5,5,5,5,4,6,6,6,4,5,5,5
3684,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3684,Panera,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3690,Subway,7,7,7,7,6,7,5,7,7,7,5,5,6,4,6,6,7,,7,7,7,7,7,7,6,6,5,,6,7,6,7,6,,7,7,6,6,7,6,7
3690,Panera,6,7,7,6,5,6,7,7,7,7,5,6,6,5,6,6,6,,7,7,6,7,5,7,7,7,6,,7,6,6,7,6,6,7,7,7,6,7,6,6
3701,Jersey Mikes,4,5,5,3,4,5,4,3,3,6,4,4,5,3,3,4,4,3,4,4,4,5,3,4,3,5,5,3,4,3,2,6,5,2,5,5,5,3,4,3,2
3701,Jimmy Johns,4,5,6,3,5,3,4,3,2,5,4,4,5,5,4,4,5,6,3,6,3,5,2,5,4,5,4,6,4,3,5,6,4,5,3,3,2,5,4,5,3
3713,Firehouse Subs,3,5,5,2,5,3,5,3,6,4,6,5,3,3,4,2,5,,5,3,6,7,6,7,6,,3,5,6,6,6,6,6,6,7,6,6,4,6,5,4
3713,McDonalds,4,5,6,2,6,4,3,5,2,5,5,4,5,5,6,6,6,5,3,4,7,4,3,6,5,6,3,7,4,5,3,6,4,6,6,6,6,3,2,2,4
3714,McDonalds,5,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,5,3,4,4,4,3,5,4,5,5,5,3,5,2,5,4,5,3,3,4,3,2,3,4
3714,Panera,3,5,5,3,4,5,5,4,4,5,4,2,2,2,2,2,4,3,3,2,3,3,3,5,4,3,2,4,3,3,4,5,3,3,5,5,3,4,5,3,4
3719,Subway,6,7,7,7,7,7,6,5,5,7,7,5,7,6,6,6,5,4,4,2,7,3,4,6,5,5,6,7,5,5,5,5,6,4,6,3,6,7,6,3,6
3719,McDonalds,3,3,3,3,2,4,1,2,2,3,2,2,4,2,4,3,4,2,2,5,5,2,2,2,3,2,5,5,2,2,3,3,2,3,2,2,2,3,3,2,1
3728,Firehouse Subs,5,7,5,6,7,7,7,4,5,7,7,7,7,7,7,7,4,4,7,7,7,7,6,7,7,,,,7,7,7,7,7,7,7,6,7,7,6,7,7
3728,Jersey Mikes,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,,,,7,7,7,7,7,7,7,7,7,7,7,7,7
3756,Subway,7,2,4,2,5,3,2,3,2,2,2,3,4,3,4,2,4,2,2,2,4,2,3,2,3,2,2,2,2,3,3,3,2,2,4,3,3,2,2,2,3
3756,Jimmy Johns,7,3,4,7,2,6,2,1,2,2,5,2,4,3,5,2,4,3,3,2,6,2,5,4,6,4,5,6,2,3,3,7,3,2,5,4,2,2,7,6,7
3758,Firehouse Subs,6,7,6,6,6,7,6,6,6,6,7,6,7,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,7,7,7,6,7,6,6,6
3758,Jersey Mikes,5,6,5,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6
3772,Chipotle,7,7,7,7,7,7,7,,7,7,7,7,7,7,7,7,,,7,7,7,7,7,7,7,,1,,7,7,7,7,7,7,7,7,7,7,,7,7
3772,Jimmy Johns,2,1,1,1,1,1,6,2,1,1,6,,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,,6,6,7,1,7,2,1,1,2,1,1,2,6
3780,Chipotle,3,5,5,4,5,6,5,4,5,6,6,4,5,5,5,6,,,4,6,4,4,6,6,5,5,4,2,6,4,4,4,6,3,5,2,4,5,,,3
3780,McDonalds,1,2,2,1,3,6,3,3,2,4,3,5,6,6,6,5,2,,3,6,6,3,2,3,6,5,6,3,3,5,2,3,,2,3,2,2,2,2,1,1
3781,Chipotle,5,6,5,4,7,4,5,7,5,4,6,,4,4,2,4,1,4,4,7,7,4,7,7,7,,7,,7,7,4,,4,1,7,7,7,3,,1,3
3781,Jersey Mikes,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,,1,1,4,2,1,7,1,1,2,1,1,,2,1,1,,2,1,1,2,1,1,1
3785,Jimmy Johns,4,5,5,,5,4,5,,4,4,5,,5,5,5,4,,,5,5,5,4,,5,,,5,,,5,,,,,5,4,,5,6,,
3785,Panera,6,6,7,6,6,6,6,,5,6,6,,6,5,6,6,6,5,6,6,6,4,6,6,6,6,6,7,6,6,6,,5,6,7,6,,7,6,5,
3787,Jimmy Johns,2,2,1,1,3,2,,,,4,2,,2,5,3,2,2,,,2,,,,1,,,1,,,,2,3,3,3,,3,2,,,2,1
3787,McDonalds,5,7,5,7,4,5,2,,,5,4,,3,6,4,5,5,6,3,4,7,4,3,7,6,6,7,,,5,5,5,3,4,3,3,3,4,3,5,4
3791,Subway,6,6,6,6,7,7,6,6,6,6,6,6,7,7,6,6,6,7,6,6,6,6,6,6,6,6,7,6,7,7,6,6,6,7,6,6,6,6,6,6,6
